GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000186517	1	161011736	161044760	122	37	114464	0.58439	0.27948	ARHGAP30
ENSG00000268154	1	161030655	161040943	40	18	112768	0.85535	0.19618	AL591806.1
ENSG00000143217	1	161035785	161064389	101	42	116227	-0.85635	0.8041	PVRL4
ENSG00000162755	1	161063151	161075136	49	23	109431	1.78	0.037539	KLHDC9
ENSG00000143256	1	161065346	161092901	105	38	111999	1.9757	0.024094	PFDN2
ENSG00000158793	1	161082876	161100235	50	24	109606	1.8758	0.030343	NIT1
ENSG00000158796	1	161085764	161107478	60	24	110186	2.663	0.0038727	DEDD
ENSG00000143222	1	161117566	161133646	55	28	110786	3.0376	0.0011925	UFC1
ENSG00000143258	1	161124240	161140513	56	29	104863	2.7099	0.0033648	USP21
ENSG00000143224	1	161131200	161152803	67	34	106390	2.7533	0.00295	PPOX
ENSG00000158850	1	161136100	161152287	50	25	110578	2.6113	0.0045104	B4GALT3
ENSG00000158859	1	161149098	161173846	92	44	109962	1.7608	0.039132	ADAMTS4
ENSG00000158864	1	161161894	161189185	122	50	109884	1.7501	0.040053	NDUFS2
ENSG00000158869	1	161180024	161195489	78	33	114117	2.3187	0.010205	FCER1G
ENSG00000268387	1	161185160	161197296	51	21	118203	2.0966	0.018016	AL590714.1
ENSG00000158874	1	161187082	161198421	49	21	115682	1.902	0.028587	APOA2
ENSG00000158882	1	161190793	161205408	67	25	112314	1.7842	0.037199	TOMM40L
ENSG00000143257	1	161194456	161213092	89	30	114385	1.9591	0.025049	NR1I3
ENSG00000248485	1	161223517	161260240	216	37	120511	1.3702	0.085312	PCP4L1
ENSG00000158887	1	161269525	161284762	57	25	120840	0.83302	0.20242	MPZ
ENSG00000143252	1	161279047	161337984	364	21	121172	0.88714	0.1875	SDHC
ENSG00000188931	1	161329521	161342664	91	10	114497	0.56292	0.28675	C1orf192
ENSG00000143226	1	161470220	161498803	142	43	111969	4.94	3.9058e-07	FCGR2A
ENSG00000173110	1	161489036	161501681	82	30	102781	2.6129	0.0044888	HSPA6
ENSG00000203747	1	161506549	161605917	582	72	98069	6.5933	2.1511e-11	FCGR3A
ENSG00000072694	1	161546101	161653444	652	62	98458	6.1941	2.9311e-10	FCGR2B
ENSG00000162747	1	161587986	161606753	193	29	94470	4.0401	2.6717e-05	FCGR3B
ENSG00000132185	1	161671762	161689142	111	31	122926	4.7668	9.3568e-07	FCRLA
ENSG00000162746	1	161686353	161702933	109	29	126968	2.3653	0.0090077	FCRLB
ENSG00000081721	1	161714548	161732028	75	17	124496	-0.2503	0.59882	DUSP12
ENSG00000118217	1	161731084	161938860	839	44	120887	1.3285	0.092011	ATF6
ENSG00000162745	1	161947982	161998644	260	69	121139	-1.1294	0.87063	OLFML2B
ENSG00000198929	1	162034564	162358321	1684	151	124145	1.5687	0.05836	NOS1AP
ENSG00000254706	1	162330197	162356905	141	52	123153	0.037403	0.48508	RP11-565P22.6
ENSG00000239887	1	162331698	162361600	158	56	124445	-0.065641	0.52617	C1orf226
ENSG00000171722	1	162337993	162351660	83	37	123443	-0.29793	0.61712	C1orf111
ENSG00000198574	1	162360056	162386928	132	29	120925	-0.1673	0.56643	SH2D1B
ENSG00000152332	1	162462041	162504419	153	21	119695	1.7186	0.042845	UHMK1
ENSG00000117143	1	162526323	162574627	147	39	112287	0.060968	0.47569	UAP1
ENSG00000162733	1	162596163	162762190	703	76	115824	2.1839	0.014486	DDR2
ENSG00000132196	1	162755492	162787607	134	46	111242	-0.20216	0.58011	HSD17B7
ENSG00000185860	1	162789248	162843605	346	57	122304	-0.87992	0.81055	C1orf110
ENSG00000117152	1	163033565	163051592	76	33	112067	0.80247	0.21114	RGS4
ENSG00000143248	1	163075911	163296577	1150	92	123389	-0.18896	0.57494	RGS5
ENSG00000143228	1	163231366	163330554	568	51	125120	0.45314	0.32522	NUF2
ENSG00000185630	1	164519821	164873533	1540	207	113172	1.6213	0.052472	PBX1
ENSG00000162761	1	165166104	165330952	854	106	117215	0.093687	0.46268	LMX1A
ENSG00000143171	1	165365159	165419433	283	43	126419	0.38757	0.34917	RXRG
ENSG00000162763	1	165508244	165538198	180	35	121872	0.96761	0.16662	LRRC52
ENSG00000143198	1	165595098	165636033	279	42	119304	1.332	0.091426	MGST3
ENSG00000143149	1	165626453	165673100	278	39	122674	1.0833	0.13933	ALDH9A1
ENSG00000143183	1	165691032	165801992	461	81	108392	1.1061	0.13435	TMCO1
ENSG00000143179	1	165791768	165885855	410	80	111677	0.35228	0.36232	UCK2
ENSG00000188859	1	166021674	166141206	557	60	112387	0.50494	0.3068	FAM78B
ENSG00000267884	1	166021679	166033709	61	19	115516	0.05402	0.47846	AL626787.1
ENSG00000143157	1	166803681	166830581	86	28	110664	-0.42011	0.6628	POGK
ENSG00000152382	1	166820747	166850564	144	30	109545	-0.17943	0.5712	TADA1
ENSG00000143195	1	166877443	166949719	208	54	118516	0.02991	0.48807	ILDR2
ENSG00000143194	1	166953346	166996451	147	36	121721	0.049657	0.4802	MAEL
ENSG00000143167	1	167017073	167064868	223	59	118340	-0.13238	0.55266	GPA33
ENSG00000198842	1	167058282	167103402	231	51	121959	0.33034	0.37057	DUSP27
ENSG00000143190	1	167185066	167401582	862	70	103315	-0.6595	0.74521	POU2F1
ENSG00000198821	1	167394877	167492847	508	115	116077	-0.98266	0.83711	CD247
ENSG00000143162	1	167493914	167528004	213	48	120544	-0.74576	0.77209	CREG1
ENSG00000198771	1	167594330	167680486	531	107	114549	-0.038244	0.51525	RCSD1
ENSG00000197965	1	167685429	167766156	372	57	117982	-0.81921	0.79367	MPZL1
ENSG00000143199	1	167773625	167888453	623	94	121014	-0.035839	0.51429	ADCY10
ENSG00000143158	1	167880967	167911278	101	32	100632	-0.047879	0.51909	MPC2
ENSG00000143164	1	167900021	168050081	585	55	101321	0.25789	0.39825	DCAF6
ENSG00000143147	1	168048997	168111821	270	43	108680	2.282	0.011246	GPR161
ENSG00000143155	1	168143171	168174950	142	23	121853	2.2465	0.012335	TIPRL
ENSG00000213064	1	168190176	168227263	154	30	101517	-0.73168	0.76782	SFT2D2
ENSG00000143178	1	168245278	168288664	200	58	111695	0.83099	0.20299	TBX19
ENSG00000143185	1	168505003	168518235	101	27	109031	-0.40768	0.65825	XCL2
ENSG00000143184	1	168540711	168556315	100	27	116529	1.4217	0.077554	XCL1
ENSG00000143196	1	168659697	168703502	306	51	117795	2.4938	0.0063193	DPT
ENSG00000143153	1	169069935	169106960	213	53	120456	0.8433	0.19953	ATP1B1
ENSG00000143156	1	169096769	169342205	1430	54	119849	-0.88548	0.81205	NME7
ENSG00000117475	1	169332208	169370778	175	34	121258	-0.41852	0.66222	BLZF1
ENSG00000117477	1	169359108	169434907	327	39	118083	-0.81342	0.79201	CCDC181
ENSG00000117479	1	169428147	169460241	118	43	115459	-1.0099	0.84374	SLC19A2
ENSG00000198734	1	169478404	169560826	528	58	118110	0.94271	0.17291	F5
ENSG00000174175	1	169553087	169604431	282	68	110955	-0.7582	0.77583	SELP
ENSG00000000460	1	169626245	169828221	1255	56	123813	-0.12972	0.55161	C1orf112
ENSG00000188404	1	169654808	169685839	190	43	119077	0.65259	0.25701	SELL
ENSG00000007908	1	169686781	169738846	432	29	126059	-0.048518	0.51935	SELE
ENSG00000171806	1	169756670	169769107	73	21	122882	0.12341	0.45089	METTL18
ENSG00000000457	1	169813772	169868408	275	33	121932	0.81726	0.20689	SCYL3
ENSG00000075945	1	169885467	170059349	824	36	118903	1.093	0.1372	KIFAP3
ENSG00000203740	1	170110142	170141931	138	31	123782	0.4391	0.3303	METTL11B
ENSG00000120370	1	170496270	170527587	77	36	113745	3.8251	6.5349e-05	GORAB
ENSG00000116132	1	170626869	170713560	308	63	108062	1.762	0.039037	PRRX1
ENSG00000117501	1	170899612	171038906	713	59	118552	-0.51501	0.69673	MROH9
ENSG00000007933	1	171055018	171091959	214	37	121900	-0.022914	0.50914	FMO3
ENSG00000117507	1	171101879	171135707	182	31	124590	1.1053	0.13451	FMO6P
ENSG00000094963	1	171149347	171186822	220	31	125478	-0.18866	0.57482	FMO2
ENSG00000010932	1	171212638	171260117	210	53	114904	-0.32002	0.62552	FMO1
ENSG00000076258	1	171278347	171316223	138	36	103700	-0.16612	0.56597	FMO4
ENSG00000117523	1	171449651	171567650	458	55	117926	1.9498	0.025597	PRRC2C
ENSG00000034971	1	171599557	171626823	151	34	120795	-0.2125	0.58414	MYOC
ENSG00000117533	1	171664300	171716387	219	28	119962	-0.62238	0.73315	VAMP4
ENSG00000010165	1	171745788	171788163	214	26	120990	-0.67922	0.7515	METTL13
ENSG00000197959	1	171805621	172392606	2269	132	119400	1.3337	0.091145	DNM3
ENSG00000135845	1	172334329	172418230	314	52	118780	0.22695	0.41023	PIGC
ENSG00000180999	1	172384828	172442971	266	40	123183	0.50865	0.3055	C1orf105
ENSG00000094975	1	172496489	172585971	302	55	105995	1.4807	0.069343	SUCO
ENSG00000117560	1	172623154	172641014	61	23	118928	2.4428	0.0072866	FASLG
ENSG00000120337	1	173004100	173025103	76	26	110390	0.10029	0.46006	TNFSF18
ENSG00000117586	1	173147873	173181452	137	38	113548	0.19349	0.42329	TNFSF4
ENSG00000117592	1	173441405	173462946	96	19	104244	0.90823	0.18188	PRDX6
ENSG00000162753	1	173464603	173577233	427	38	116711	1.2012	0.11483	SLC9C2
ENSG00000183831	1	173573700	173644001	219	36	104166	3.012	0.0012975	ANKRD45
ENSG00000076321	1	173679080	173760840	268	30	104569	1.6281	0.051753	KLHL20
ENSG00000120334	1	173763688	173798858	116	25	103384	1.4448	0.074263	CENPL
ENSG00000117593	1	173788641	173832684	136	29	109425	1.7737	0.038054	DARS2
ENSG00000185278	1	173832220	173877687	172	37	116398	1.3991	0.080898	ZBTB37
ENSG00000117601	1	173867947	173891516	67	20	119160	1.2132	0.11253	SERPINC1
ENSG00000135870	1	173895352	173996435	322	33	109720	1.5047	0.066203	RC3H1
ENSG00000152061	1	174123548	174969445	3036	52	113580	0.26712	0.39469	RABGAP1L
ENSG00000203737	1	174412212	174423683	27	16	115027	1.6487	0.049605	GPR52
ENSG00000116161	1	174963300	174985851	73	27	117271	-0.62475	0.73393	CACYBP
ENSG00000120333	1	174974925	174997561	72	25	121414	-0.96914	0.83376	MRPS14
ENSG00000120332	1	175031994	175122202	485	61	120817	-0.15047	0.5598	TNN
ENSG00000235750	1	175121123	175167135	211	40	121415	0.18076	0.42828	KIAA0040
ENSG00000116147	1	175279330	175717906	2225	227	113769	0.16593	0.43411	TNR
ENSG00000143207	1	175908967	176181629	1021	52	116767	1.2541	0.10491	RFWD2
ENSG00000116183	1	176427307	176819735	1380	90	113723	2.4851	0.006476	PAPPA2
ENSG00000152092	1	176821438	177139109	1245	130	112009	2.8603	0.0021159	ASTN1
ENSG00000198797	1	177135633	177256558	381	76	112423	2.1041	0.017684	BRINP2
ENSG00000120341	1	177888091	177958438	395	72	127312	-1.6586	0.9514	SEC16B
ENSG00000075391	1	178057864	178453644	1241	70	109648	-0.84615	0.80127	RASAL2
ENSG00000240021	1	178477212	178522734	214	44	112710	-0.19525	0.5774	TEX35
ENSG00000213057	1	178506887	178523024	83	17	123871	-0.51972	0.69837	C1orf220
ENSG00000184909	1	178506950	178522579	81	17	123238	-0.52201	0.69917	C1ORF220
ENSG00000116191	1	178689300	178894238	723	58	112706	0.95555	0.16965	RALGPS2
ENSG00000116194	1	178813840	178845187	94	31	108933	0.38275	0.35095	ANGPTL1
ENSG00000116199	1	178989939	179050697	294	39	119390	-0.39491	0.65355	FAM20B
ENSG00000186283	1	179045512	179072158	119	38	120628	0.53155	0.29752	TOR3A
ENSG00000143322	1	179063462	179203819	502	49	116931	0.92946	0.17632	ABL2
ENSG00000057252	1	179257925	179332815	404	43	124733	-0.012171	0.50486	SOAT1
ENSG00000162779	1	179329855	179528870	1494	38	125764	-0.32039	0.62566	AXDND1
ENSG00000269064	1	179438716	179462805	252	15	135621	-0.06949	0.5277	AL160286.1
ENSG00000116218	1	179514674	179550087	185	32	127589	-0.66218	0.74607	NPHS2
ENSG00000162782	1	179555748	179665407	533	42	116047	-0.86351	0.80607	TDRD5
ENSG00000143340	1	179707298	179790333	425	70	125113	0.11929	0.45252	FAM163A
ENSG00000169905	1	179804102	179851938	189	43	116057	1.057	0.14527	TOR1AIP2
ENSG00000258664	1	179828916	179839311	31	13	117845	0.9901	0.16106	IFRG15
ENSG00000143337	1	179846177	179899135	188	35	123024	0.88853	0.18713	TOR1AIP1
ENSG00000135837	1	179918873	180089015	679	52	117216	1.2451	0.10655	CEP350
ENSG00000116260	1	180118969	180178165	370	42	121217	0.16633	0.43395	QSOX1
ENSG00000121454	1	180194421	180254380	339	82	118641	-1.3693	0.91455	LHX4
ENSG00000135847	1	180239515	180477089	1006	59	117723	-0.99931	0.84118	ACBD6
ENSG00000143324	1	180596140	180864387	1291	39	100290	-1.0767	0.85918	XPR1
ENSG00000135835	1	180877290	180925750	230	76	107453	0.84992	0.19768	KIAA1614
ENSG00000234237	1	180936695	180954868	75	22	113123	0.50471	0.30688	AL162431.1
ENSG00000135823	1	180936861	180997047	181	46	111509	-0.011904	0.50475	STX6
ENSG00000153029	1	180998067	181036074	201	52	117338	1.0852	0.13892	MR1
ENSG00000162783	1	181052638	181064977	42	19	116428	2.6151	0.00446	IER5
ENSG00000198216	1	181377238	181782219	1803	178	116559	0.017531	0.49301	CACNA1E
ENSG00000179930	1	182018705	182035847	53	11	125219	-0.43586	0.66853	ZNF648
ENSG00000135821	1	182345839	182366341	92	22	123638	1.7785	0.037661	GLUL
ENSG00000203730	1	182362252	182374751	50	13	132480	3.4264	0.00030585	TEDDM1
ENSG00000121446	1	182414256	182534734	632	54	115728	-0.10294	0.54099	RGSL1
ENSG00000135828	1	182537769	182563391	101	38	117625	0.54054	0.29441	RNASEL
ENSG00000143333	1	182562758	182578543	51	26	103754	1.0402	0.14913	RGS16
ENSG00000135824	1	182610239	182658711	208	44	112605	-0.80965	0.79093	RGS8
ENSG00000135838	1	182753428	182804519	223	45	109876	-0.2543	0.60037	NPL
ENSG00000135829	1	182803504	182861886	227	46	104927	-0.22097	0.58744	DHX9
ENSG00000157060	1	182864000	182927660	244	53	106335	-0.24205	0.59563	SHCBP1L
ENSG00000135862	1	182987595	183119727	679	25	120918	-0.08227	0.53278	LAMC1
ENSG00000058085	1	183150373	183219035	371	44	119116	-0.42624	0.66503	LAMC2
ENSG00000157064	1	183212372	183392737	792	68	115730	0.023292	0.49071	NMNAT2
ENSG00000116698	1	183436351	183572381	435	90	112473	-0.24989	0.59867	SMG7
ENSG00000116701	1	183519698	183565011	184	47	119698	-0.84858	0.80194	NCF2
ENSG00000162704	1	183587401	183609892	135	8	126314	0.31221	0.37744	ARPC5
ENSG00000143344	1	183600220	183902665	1302	105	117904	0.14634	0.44183	RGL1
ENSG00000173627	1	183610541	183627451	102	8	121820	0.33772	0.36779	APOBEC4
ENSG00000198756	1	183893796	184011863	595	92	116637	-1.5445	0.93877	COLGALT2
ENSG00000198860	1	184015811	184048346	163	15	95002	-0.70529	0.75969	TSEN15
ENSG00000116667	1	184351192	184603154	1034	86	114808	-0.447	0.67256	C1orf21
ENSG00000116406	1	184654365	184729047	353	21	100877	1.7047	0.044128	EDEM3
ENSG00000135842	1	184754858	184948682	909	86	106303	0.6159	0.26898	FAM129A
ENSG00000121481	1	185009496	185076740	238	60	96776	-0.097081	0.53867	RNF2
ENSG00000121486	1	185082220	185131204	152	37	105043	-0.072692	0.52897	TRMT1L
ENSG00000116668	1	185121212	185265897	578	48	94793	-0.25388	0.60021	SWT1
ENSG00000116679	1	185260520	185291461	94	35	103792	0.22283	0.41183	IVNS1ABP
ENSG00000143341	1	185698683	186165085	1948	83	98533	-0.064509	0.52572	HMCN1
ENSG00000116690	1	186260405	186288694	100	29	111353	-0.40229	0.65626	PRG4
ENSG00000047410	1	186275784	186349825	270	44	113656	-0.67136	0.74901	TPR
ENSG00000157181	1	186339890	186395510	173	47	114332	-0.62034	0.73248	C1orf27
ENSG00000268662	1	186359123	186370908	28	15	116945	-0.50793	0.69425	AL596220.1
ENSG00000262180	1	186364704	186375587	33	17	116711	0.030647	0.48778	OCLM
ENSG00000116703	1	186407698	186435254	81	28	108301	0.66782	0.25212	PDC
ENSG00000073756	1	186635923	186654559	78	18	118100	-0.32769	0.62843	PTGS2
ENSG00000116711	1	186793085	186963113	742	98	119127	0.27525	0.39156	PLA2G4A
ENSG00000162670	1	190061792	190451759	1373	96	111177	-1.1336	0.87152	BRINP3
ENSG00000150681	1	192122587	192159945	87	26	114765	-0.0022551	0.5009	RGS18
ENSG00000253148	1	192281122	192341415	223	45	112377	-0.24788	0.59788	RGS21
ENSG00000090104	1	192539857	192554161	81	25	108276	0.62595	0.26567	RGS1
ENSG00000127074	1	192600275	192634390	184	31	112850	-0.75695	0.77546	RGS13
ENSG00000116741	1	192773169	192786403	35	17	96315	-0.58077	0.7193	RGS2
ENSG00000116750	1	192976380	193034237	127	29	113282	-0.81233	0.7917	UCHL5
ENSG00000116747	1	193023552	193065907	121	31	109059	-1.1835	0.8817	TROVE2
ENSG00000023572	1	193060598	193080244	67	24	110458	-0.83956	0.79942	GLRX2
ENSG00000134371	1	193086147	193228031	487	45	113128	-0.65222	0.74287	CDC73
ENSG00000162630	1	193143175	193160784	45	14	113561	-0.17824	0.57073	B3GALT2
ENSG00000162687	1	196189909	196583355	1264	65	109623	1.0535	0.14605	KCNT2
ENSG00000000971	1	196616008	196721634	485	50	110511	-1.188	0.88258	CFH
ENSG00000116785	1	196738925	196768203	224	15	109573	-0.87176	0.80833	CFHR3
ENSG00000244414	1	196783887	196806319	161	12	112414	-1.1435	0.87359	CFHR1
ENSG00000080910	1	196783898	196933356	781	52	105626	-1.0437	0.85169	CFHR2
ENSG00000134365	1	196814371	196893102	422	60	104935	-0.93358	0.82474	CFHR4
ENSG00000134389	1	196941667	196983804	168	44	107592	-0.74052	0.77051	CFHR5
ENSG00000143278	1	197003321	197041397	135	26	114088	-0.91949	0.82108	F13B
ENSG00000066279	1	197048258	197120824	221	41	107583	-0.5626	0.71315	ASPM
ENSG00000177888	1	197117810	197174672	214	39	103267	-1.4357	0.92446	ZBTB41
ENSG00000134376	1	197165592	197452585	932	104	103187	-1.6266	0.94809	CRB1
ENSG00000213047	1	197468878	197749826	797	51	104532	-0.36742	0.64335	DENND1B
ENSG00000203724	1	197866777	197881497	50	27	104827	-0.44645	0.67237	C1orf53
ENSG00000143355	1	197876037	197909608	131	41	109710	-1.5447	0.93879	LHX9
ENSG00000151414	1	198121093	198296550	813	46	115302	-0.67166	0.7491	NEK7
ENSG00000151418	1	198487352	198515075	94	27	116860	-0.18112	0.57186	ATP6V1G3
ENSG00000081237	1	198602801	198731545	565	53	114614	0.49149	0.31154	PTPRC
ENSG00000116833	1	199991730	200151552	847	114	120553	1.5948	0.055383	NR5A2
ENSG00000162702	1	200369068	200384184	40	16	115322	-0.095928	0.53821	ZNF281
ENSG00000118193	1	200515628	200594862	415	49	117234	-1.1209	0.86884	KIF14
ENSG00000118197	1	200588024	200644097	284	36	119211	-1.0207	0.84629	DDX59
ENSG00000118200	1	200703686	200834832	495	54	113515	0.68616	0.24631	CAMSAP2
ENSG00000170128	1	200837083	200848306	47	21	110890	1.4983	0.067024	GPR25
ENSG00000163362	1	200855176	200889863	173	54	118531	0.6114	0.27047	C1orf106
ENSG00000116852	1	200933520	200997828	285	40	119582	0.35046	0.363	KIF21B
ENSG00000081248	1	201003642	201086694	459	100	117928	-0.30741	0.62074	CACNA1S
ENSG00000232237	1	201078081	201101312	114	27	118170	0.22031	0.41282	ASCL5
ENSG00000116857	1	201098900	201145702	253	51	123979	-0.019244	0.50768	TMEM9
ENSG00000163395	1	201154953	201203080	312	58	116427	0.16979	0.43259	IGFN1
ENSG00000081277	1	201247580	201307121	362	40	121039	0.72182	0.2352	PKP1
ENSG00000118194	1	201323136	201351890	179	43	120163	-0.44231	0.67087	TNNT2
ENSG00000159166	1	201337372	201373736	172	46	121999	-0.96179	0.83192	LAD1
ENSG00000159173	1	201368625	201403994	152	58	107855	1.0836	0.13927	TNNI1
ENSG00000174307	1	201429620	201443365	80	27	119310	1.0336	0.15066	PHLDA3
ENSG00000159176	1	201447658	201483584	209	47	116615	-0.14889	0.55918	CSRP1
ENSG00000269690	1	201587013	201597738	39	18	97520	-0.32435	0.62716	AC096677.1
ENSG00000134369	1	201587411	201801102	939	117	110749	1.1034	0.13492	NAV1
ENSG00000198700	1	201793269	201858422	258	48	107238	0.87844	0.18985	IPO9
ENSG00000198892	1	201852808	201866434	56	26	104252	0.21773	0.41382	SHISA4
ENSG00000163431	1	201860580	201920715	273	62	110721	2.4031	0.0081276	LMOD1
ENSG00000134375	1	201919619	201944789	105	34	119345	1.2499	0.10566	TIMM17A
ENSG00000176393	1	201946500	201980275	241	46	120281	1.1901	0.11701	RNPEP
ENSG00000163435	1	201972073	201991316	102	33	117647	1.3133	0.094535	ELF3
ENSG00000170075	1	202086986	202107720	122	44	116188	-0.79076	0.78546	GPR37L1
ENSG00000143862	1	202097532	202118869	110	54	108206	-1.8245	0.96596	ARL8A
ENSG00000143851	1	202111141	202135716	133	62	115288	1.0802	0.14004	PTPN7
ENSG00000133067	1	202158029	202293909	581	84	114143	1.2889	0.09872	LGR6
ENSG00000077152	1	202295785	202316108	60	27	108989	-1.3578	0.91273	UBE2T
ENSG00000077157	1	202312827	202566834	783	57	106187	-0.33968	0.63295	PPP1R12B
ENSG00000143858	1	202554724	202684545	517	92	114158	-0.92878	0.8235	SYT2
ENSG00000117139	1	202691526	202783598	347	41	118184	-0.73778	0.76968	KDM5B
ENSG00000184774	1	202784394	202801353	83	17	115606	0.43296	0.33252	RP11-480I12.4
ENSG00000183155	1	202843085	202863263	73	20	111611	-1.0996	0.86424	RABIF
ENSG00000117153	1	202855228	202902764	169	29	115629	-0.89982	0.81589	KLHL12
ENSG00000159346	1	202904951	202932700	128	35	117461	-0.042674	0.51702	ADIPOR1
ENSG00000159348	1	202925997	202941408	56	24	112642	0.029941	0.48806	CYB5R1
ENSG00000163444	1	202971514	202998976	91	30	115526	0.14761	0.44133	TMEM183A
ENSG00000143847	1	202990626	203052868	284	65	118614	0.3358	0.36851	PPFIA4
ENSG00000122180	1	203047260	203060164	56	32	105052	-0.12653	0.55034	MYOG
ENSG00000163485	1	203054782	203141533	329	67	115825	0.97256	0.16539	ADORA1
ENSG00000133055	1	203131939	203149941	86	30	123596	1.1905	0.11692	MYBPH
ENSG00000133048	1	203143059	203160877	84	29	122017	0.90256	0.18338	CHI3L1
ENSG00000133063	1	203176955	203247769	344	70	114152	1.2518	0.10532	CHIT1
ENSG00000159388	1	203269619	203283730	46	23	111796	0.20999	0.41684	BTG2
ENSG00000122176	1	203304756	203325617	109	32	118173	-0.050984	0.52033	FMOD
ENSG00000188783	1	203439956	203465480	138	37	107666	-0.7278	0.76663	PRELP
ENSG00000188770	1	203458271	203482992	124	29	111047	-0.18948	0.57514	OPTC
ENSG00000058668	1	203590689	203718209	616	105	106398	-0.96924	0.83379	ATP2B4
ENSG00000122188	1	203729304	203750361	114	23	115417	-0.088119	0.53511	LAX1
ENSG00000058673	1	203759782	203828252	305	34	117174	-0.096503	0.53844	ZC3H11A
ENSG00000257315	1	203760437	203774686	64	13	119822	-0.91008	0.81861	ZBED6
ENSG00000182004	1	203825731	203844678	96	15	120306	0.45816	0.32342	SNRPE
ENSG00000143842	1	204037243	204101863	298	86	112725	1.0313	0.15119	SOX13
ENSG00000143845	1	204095190	204126307	142	61	115252	1.8545	0.03183	ETNK2
ENSG00000143839	1	204118944	204140465	110	30	118412	0.14087	0.44399	REN
ENSG00000170498	1	204154469	204170614	80	23	120800	-0.60184	0.72636	KISS1
ENSG00000174567	1	204162288	204188220	116	46	109699	-1.4447	0.92574	GOLT1A
ENSG00000143850	1	204182979	204351793	874	85	117598	0.2626	0.39643	PLEKHA6
ENSG00000158615	1	204367515	204385919	69	31	109273	0.37487	0.35388	PPP1R15B
ENSG00000133056	1	204386756	204468852	417	59	112465	0.60415	0.27287	PIK3C2B
ENSG00000198625	1	204480511	204547871	331	41	113378	-0.6331	0.73667	MDM4
ENSG00000170382	1	204581298	204659861	375	66	115374	0.64188	0.26047	LRRN2
ENSG00000163531	1	204792779	204996950	1047	111	117088	-1.0566	0.85465	NFASC
ENSG00000184144	1	205007325	205052627	225	46	123489	-0.20364	0.58068	CNTN2
ENSG00000174529	1	205047258	205058645	50	19	115669	-1.2256	0.88982	TMEM81
ENSG00000117222	1	205050270	205096143	202	37	119883	-0.18386	0.57294	RBBP5
ENSG00000133059	1	205106632	205185727	284	32	120142	1.3318	0.091457	DSTYK
ENSG00000133069	1	205192304	205247471	240	46	117353	1.0323	0.15097	TMCC2
ENSG00000163545	1	205266187	205295883	142	40	119996	-0.77855	0.78188	NUAK2
ENSG00000162873	1	205300220	205331218	191	36	122878	-1.4937	0.93238	KLHDC8A
ENSG00000186007	1	205345506	205430082	412	77	113969	-0.098799	0.53935	LEMD1
ENSG00000117266	1	205468723	205506921	222	63	121271	1.3795	0.083868	CDK18
ENSG00000174514	1	205533013	205577046	227	58	120942	1.9571	0.025165	MFSD4
ENSG00000158711	1	205572071	205606090	120	35	121481	1.257	0.10438	ELK4
ENSG00000158715	1	205621979	205654587	144	46	120929	0.58739	0.27847	SLC45A3
ENSG00000069275	1	205676947	205724404	196	55	114719	1.8215	0.034266	NUCKS1
ENSG00000268313	1	205677497	205689153	40	19	108075	2.0796	0.018782	AC119673.1
ENSG00000117280	1	205732114	205749588	79	24	128231	2.734	0.0031285	RAB7L1
ENSG00000133065	1	205753221	205787876	151	39	124084	3.2802	0.00051861	SLC41A1
ENSG00000162877	1	205792150	205824260	129	45	115555	1.445	0.074226	PM20D1
ENSG00000174502	1	205877176	205917588	263	46	117176	2.0684	0.019302	SLC26A9
ENSG00000196550	1	206131916	206160151	32	14	74858	1.4387	0.075124	FAM72A
ENSG00000198049	1	206218976	206236639	102	22	109409	0.43759	0.33084	AVPR1B
ENSG00000196533	1	206233872	206293647	285	48	91126	-0.030744	0.51226	C1orf186
ENSG00000196188	1	206312459	206337104	61	20	99537	-0.30917	0.6214	CTSE
ENSG00000163486	1	206511200	206642783	390	40	104321	0.67581	0.24958	SRGAP2
ENSG00000143466	1	206638791	206675223	216	71	110462	0.63314	0.26332	IKBKE
ENSG00000162888	1	206659449	206676061	90	32	109081	0.47829	0.31622	C1orf147
ENSG00000136653	1	206675879	206767616	373	71	114469	-0.20559	0.58144	RASSF5
ENSG00000143486	1	206739620	206790904	223	53	122078	-0.0088549	0.50353	EIF2D
ENSG00000143479	1	206803881	206862764	219	53	115545	-1.5538	0.93988	DYRK3
ENSG00000162889	1	206853289	206912628	258	42	114910	-1.352	0.9118	MAPKAPK2
ENSG00000136634	1	206935947	206950839	82	31	107340	-0.82044	0.79402	IL10
ENSG00000142224	1	206967215	207021324	228	57	119166	-0.70714	0.76026	IL19
ENSG00000162891	1	207033699	207047568	55	34	108929	0.81085	0.20873	IL20
ENSG00000162892	1	207065788	207082484	78	18	108705	-0.189	0.57495	IL24
ENSG00000162894	1	207072731	207101592	111	39	100702	-0.40932	0.65885	FAIM3
ENSG00000162896	1	207096863	207124811	119	38	108182	-0.43115	0.66682	PIGR
ENSG00000162897	1	207126310	207148970	102	27	109055	-0.1675	0.56651	FCAMR
ENSG00000182795	1	207186866	207211101	166	30	96338	-0.51966	0.69835	C1orf116
ENSG00000180667	1	207212194	207231325	65	26	98026	0.15246	0.43941	YOD1
ENSG00000123836	1	207217801	207259369	176	42	99966	-0.28964	0.61395	PFKFB2
